loss,penalty,alpha,l1_ratio,learning_rate,eta0,power_t,max_iter,epsilon,average,train_R2,test_R2,test_RMSE,test_MAE
huber,elasticnet,0.0001,0.2,invscaling,0.001,0.25,8000,0.05,False,0.1197246992882911,0.10332128233253901,0.15430175512063404,0.11571586060842878
huber,elasticnet,3e-05,0.8,invscaling,0.001,0.25,4000,0.05,False,0.1197079478370956,0.10329788046651,0.154303768620771,0.11571701331538359
huber,elasticnet,3e-05,0.8,invscaling,0.001,0.25,8000,0.05,False,0.1197079478370956,0.10329788046651,0.154303768620771,0.11571701331538359
huber,elasticnet,0.0001,0.5,invscaling,0.001,0.25,4000,0.05,False,0.11872252772075076,0.10242672655188478,0.1543787041522484,0.11580023450920127
huber,elasticnet,0.0001,0.5,invscaling,0.001,0.25,8000,0.05,False,0.11872252772075076,0.10242672655188478,0.1543787041522484,0.11580023450920127
huber,elasticnet,0.0001,0.8,invscaling,0.001,0.25,4000,0.05,False,0.11845450097243548,0.10213607358157106,0.15440369765323528,0.11581910080909484
huber,elasticnet,0.0001,0.8,invscaling,0.001,0.25,8000,0.05,False,0.11845450097243548,0.10213607358157106,0.15440369765323528,0.11581910080909484
squared_error,l2,1e-06,0.2,invscaling,0.001,0.5,4000,0.01,True,0.13671144134912916,0.10069503279461434,0.15452755429452228,0.11875293649060711
squared_error,l2,1e-06,0.2,invscaling,0.001,0.5,8000,0.01,True,0.13671144134912916,0.10069503279461434,0.15452755429452228,0.11875293649060711
squared_error,l2,3e-06,0.2,invscaling,0.001,0.5,4000,0.01,True,0.13671140518645453,0.10069500723603575,0.1545275564903873,0.11875293870698865
squared_error,l2,3e-06,0.2,invscaling,0.001,0.5,8000,0.01,True,0.13671140518645453,0.10069500723603575,0.1545275564903873,0.11875293870698865
squared_error,l2,1e-05,0.2,invscaling,0.001,0.5,4000,0.01,True,0.13671127861740728,0.10069491778121831,0.15452756417589672,0.11875294646430215
squared_error,l2,1e-05,0.2,invscaling,0.001,0.5,8000,0.01,True,0.13671127861740728,0.10069491778121831,0.15452756417589672,0.11875294646430215
squared_error,elasticnet,1e-06,0.2,invscaling,0.001,0.5,4000,0.01,True,0.13671124657788625,0.10069490609055587,0.1545275651802998,0.11875294144544134
squared_error,elasticnet,1e-06,0.2,invscaling,0.001,0.5,8000,0.01,True,0.13671124657788625,0.10069490609055587,0.1545275651802998,0.11875294144544134
squared_error,elasticnet,1e-06,0.5,invscaling,0.001,0.5,4000,0.01,True,0.13671095442009118,0.10069471603234925,0.15452758150914667,0.1187529488777123
squared_error,elasticnet,1e-06,0.5,invscaling,0.001,0.5,8000,0.01,True,0.13671095442009118,0.10069471603234925,0.15452758150914667,0.1187529488777123
squared_error,l2,3e-05,0.2,invscaling,0.001,0.5,4000,0.01,True,0.13671091699203042,0.10069466219623491,0.154527586134475,0.11875296862800365
squared_error,l2,3e-05,0.2,invscaling,0.001,0.5,8000,0.01,True,0.13671091699203042,0.10069466219623491,0.154527586134475,0.11875296862800365
squared_error,elasticnet,3e-06,0.2,invscaling,0.001,0.5,4000,0.01,True,0.1367108208713519,0.1006946271204906,0.15452758914800657,0.11875295357150359
squared_error,elasticnet,3e-06,0.2,invscaling,0.001,0.5,8000,0.01,True,0.1367108208713519,0.1006946271204906,0.15452758914800657,0.11875295357150359
squared_error,elasticnet,1e-06,0.8,invscaling,0.001,0.5,4000,0.01,True,0.1367106622617128,0.10069452597214057,0.15452759783816383,0.11875295630995016
squared_error,elasticnet,1e-06,0.8,invscaling,0.001,0.5,8000,0.01,True,0.1367106622617128,0.10069452597214057,0.15452759783816383,0.11875295630995016
squared_error,elasticnet,3e-06,0.5,invscaling,0.001,0.5,4000,0.01,True,0.1367099443935269,0.1006940569307343,0.1545276381358349,0.11875297586827212
squared_error,elasticnet,3e-06,0.5,invscaling,0.001,0.5,8000,0.01,True,0.1367099443935269,0.1006940569307343,0.1545276381358349,0.11875297586827212
squared_error,l2,0.0001,0.2,invscaling,0.001,0.5,4000,0.01,True,0.13670965131309154,0.10069376765430949,0.15452766298900053,0.11875304620009276
squared_error,l2,0.0001,0.2,invscaling,0.001,0.5,8000,0.01,True,0.13670965131309154,0.10069376765430949,0.15452766298900053,0.11875304620009276
squared_error,elasticnet,1e-05,0.2,invscaling,0.001,0.5,4000,0.01,True,0.13670933088857162,0.10069365069334024,0.15452767303769363,0.11875299601258017
squared_error,elasticnet,1e-05,0.2,invscaling,0.001,0.5,8000,0.01,True,0.13670933088857162,0.10069365069334024,0.15452767303769363,0.11875299601258017
squared_error,elasticnet,3e-06,0.8,invscaling,0.001,0.5,4000,0.01,True,0.13670906790852233,0.10069348672083156,0.15452768712537857,0.11875299816487091
squared_error,elasticnet,3e-06,0.8,invscaling,0.001,0.5,8000,0.01,True,0.13670906790852233,0.10069348672083156,0.15452768712537857,0.11875299816487091
squared_error,elasticnet,1e-05,0.5,invscaling,0.001,0.5,4000,0.01,True,0.13670640922744348,0.10069174987622798,0.15452783634616477,0.11875307033464007
squared_error,elasticnet,1e-05,0.5,invscaling,0.001,0.5,8000,0.01,True,0.13670640922744348,0.10069174987622798,0.15452783634616477,0.11875307033464007
squared_error,elasticnet,3e-05,0.2,invscaling,0.001,0.5,4000,0.01,True,0.1367050736916895,0.1006908606217155,0.15452791274629887,0.11875311727219508
squared_error,elasticnet,3e-05,0.2,invscaling,0.001,0.5,8000,0.01,True,0.1367050736916895,0.1006908606217155,0.15452791274629887,0.11875311727219508
squared_error,elasticnet,1e-05,0.8,invscaling,0.001,0.5,4000,0.01,True,0.1367034874749028,0.10068984883142729,0.15452799967402514,0.11875314465731579
squared_error,elasticnet,1e-05,0.8,invscaling,0.001,0.5,8000,0.01,True,0.1367034874749028,0.10068984883142729,0.15452799967402514,0.11875314465731579
squared_error,elasticnet,3e-05,0.5,invscaling,0.001,0.5,4000,0.01,True,0.13669630811045286,0.10068515657680344,0.15452840280734587,0.11875334023902585
squared_error,elasticnet,3e-05,0.5,invscaling,0.001,0.5,8000,0.01,True,0.13669630811045286,0.10068515657680344,0.15452840280734587,0.11875334023902585
squared_error,elasticnet,0.0001,0.2,invscaling,0.001,0.5,4000,0.01,True,0.13669017230545022,0.10068109208196319,0.15452875200606686,0.11875354167965506
squared_error,elasticnet,0.0001,0.2,invscaling,0.001,0.5,8000,0.01,True,0.13669017230545022,0.10068109208196319,0.15452875200606686,0.11875354167965506
squared_error,elasticnet,3e-05,0.8,invscaling,0.001,0.5,4000,0.01,True,0.136687541796088,0.10067945049587879,0.15452889304176118,0.11875356320474441
squared_error,elasticnet,3e-05,0.8,invscaling,0.001,0.5,8000,0.01,True,0.136687541796088,0.10067945049587879,0.15452889304176118,0.11875356320474441
squared_error,elasticnet,0.0001,0.5,invscaling,0.001,0.5,4000,0.01,True,0.13666094717698662,0.10066205997419309,0.1545303871280887,0.11875428485752172
squared_error,elasticnet,0.0001,0.5,invscaling,0.001,0.5,8000,0.01,True,0.13666094717698662,0.10066205997419309,0.1545303871280887,0.11875428485752172
squared_error,elasticnet,0.0001,0.8,invscaling,0.001,0.5,4000,0.01,True,0.13663171447665368,0.10064300550354022,0.15453202415406037,0.11875502795661745
squared_error,elasticnet,0.0001,0.8,invscaling,0.001,0.5,8000,0.01,True,0.13663171447665368,0.10064300550354022,0.15453202415406037,0.11875502795661745
huber,elasticnet,0.0001,0.8,optimal,0.001,0.25,4000,0.05,False,0.13186989016953654,0.08289235375186954,0.15604957569810873,0.10736171584976341
huber,elasticnet,0.0001,0.8,optimal,0.001,0.25,8000,0.05,False,0.13186989016953654,0.08289235375186954,0.15604957569810873,0.10736171584976341
huber,l2,3e-05,0.2,optimal,0.001,0.25,4000,0.05,True,0.23952312314891067,0.06919868346009217,0.15721027573784,0.10771110290461167
huber,l2,3e-05,0.2,optimal,0.001,0.25,8000,0.05,True,0.23952312314891067,0.06919868346009217,0.15721027573784,0.10771110290461167
huber,l2,1e-06,0.2,invscaling,0.001,0.25,4000,0.05,True,0.07739648218132178,0.06630679669092521,0.15745430297135765,0.11972849276282109
huber,l2,1e-06,0.2,invscaling,0.001,0.25,8000,0.05,True,0.07739648218132178,0.06630679669092521,0.15745430297135765,0.11972849276282109
huber,l2,3e-06,0.2,invscaling,0.001,0.25,4000,0.05,True,0.07739621244417405,0.06630656936881574,0.15745432213870406,0.11972851638051188
huber,l2,3e-06,0.2,invscaling,0.001,0.25,8000,0.05,True,0.07739621244417405,0.06630656936881574,0.15745432213870406,0.11972851638051188
huber,l2,1e-05,0.2,invscaling,0.001,0.25,4000,0.05,True,0.07739526837441812,0.06630577374965996,0.15745438922370436,0.11972859904136077
huber,l2,1e-05,0.2,invscaling,0.001,0.25,8000,0.05,True,0.07739526837441812,0.06630577374965996,0.15745438922370436,0.11972859904136077
huber,elasticnet,1e-06,0.2,invscaling,0.001,0.25,4000,0.05,True,0.07739395297339335,0.0663038730271881,0.15745454948866863,0.11972880164199907
huber,elasticnet,1e-06,0.2,invscaling,0.001,0.25,8000,0.05,True,0.07739395297339335,0.0663038730271881,0.15745454948866863,0.11972880164199907
huber,l2,3e-05,0.2,invscaling,0.001,0.25,4000,0.05,True,0.07739257112009079,0.06630350062249324,0.15745458088903858,0.11972883520606388
huber,l2,3e-05,0.2,invscaling,0.001,0.25,8000,0.05,True,0.07739257112009079,0.06630350062249324,0.15745458088903858,0.11972883520606388
huber,elasticnet,1e-06,0.5,invscaling,0.001,0.25,4000,0.05,True,0.07739015902767177,0.06629948724235313,0.15745491928829852,0.11972926495197048
huber,elasticnet,1e-06,0.5,invscaling,0.001,0.25,8000,0.05,True,0.07739015902767177,0.06629948724235313,0.15745491928829852,0.11972926495197048
huber,elasticnet,3e-06,0.2,invscaling,0.001,0.25,4000,0.05,True,0.07738862460793638,0.06629779790818291,0.15745506172896953,0.11972944300522838
huber,elasticnet,3e-06,0.2,invscaling,0.001,0.25,8000,0.05,True,0.07738862460793638,0.06629779790818291,0.15745506172896953,0.11972944300522838
huber,l2,0.0001,0.2,invscaling,0.001,0.25,4000,0.05,True,0.07738313178203582,0.06629554550989625,0.15745525164567778,0.11972966166733162
huber,l2,0.0001,0.2,invscaling,0.001,0.25,8000,0.05,True,0.07738313178203582,0.06629554550989625,0.15745525164567778,0.11972966166733162
huber,elasticnet,1e-06,0.8,invscaling,0.001,0.25,4000,0.05,True,0.07738636495976603,0.06629510112412385,0.1574552891151709,0.11972972825722122
huber,elasticnet,1e-06,0.8,invscaling,0.001,0.25,8000,0.05,True,0.07738636495976603,0.06629510112412385,0.1574552891151709,0.11972972825722122
huber,elasticnet,3e-06,0.5,invscaling,0.001,0.25,4000,0.05,True,0.07737724199182638,0.0662846383048542,0.15745617131125875,0.11973083290449373
huber,elasticnet,3e-06,0.5,invscaling,0.001,0.25,8000,0.05,True,0.07737724199182638,0.0662846383048542,0.15745617131125875,0.11973083290449373
huber,elasticnet,1e-05,0.2,invscaling,0.001,0.25,4000,0.05,True,0.07736997369590937,0.0662765304502353,0.15745685493981773,0.11973168772958026
huber,elasticnet,1e-05,0.2,invscaling,0.001,0.25,8000,0.05,True,0.07736997369590937,0.0662765304502353,0.15745685493981773,0.11973168772958026
huber,elasticnet,3e-06,0.8,invscaling,0.001,0.25,4000,0.05,True,0.07736585822904596,0.06627147577179693,0.15745728113275304,0.11973222281979365
huber,elasticnet,3e-06,0.8,invscaling,0.001,0.25,8000,0.05,True,0.07736585822904596,0.06627147577179693,0.15745728113275304,0.11973222281979365
huber,elasticnet,1e-05,0.5,invscaling,0.001,0.25,4000,0.05,True,0.07733202291219377,0.06623263879402286,0.1574605556933896,0.11973632071662914
huber,elasticnet,1e-05,0.5,invscaling,0.001,0.25,8000,0.05,True,0.07733202291219377,0.06623263879402286,0.1574605556933896,0.11973632071662914
huber,elasticnet,3e-05,0.2,invscaling,0.001,0.25,4000,0.05,True,0.0773166726477521,0.06621572696949662,0.1574619816016731,0.11973810117399071
huber,elasticnet,3e-05,0.2,invscaling,0.001,0.25,8000,0.05,True,0.0773166726477521,0.06621572696949662,0.1574619816016731,0.11973810117399071
huber,elasticnet,1e-05,0.8,invscaling,0.001,0.25,4000,0.05,True,0.07729406162633057,0.06618871445364083,0.15746425911567558,0.11974095365441526
huber,elasticnet,1e-05,0.8,invscaling,0.001,0.25,8000,0.05,True,0.07729406162633057,0.06618871445364083,0.15746425911567558,0.11974095365441526
huber,elasticnet,3e-05,0.5,invscaling,0.001,0.25,4000,0.05,True,0.07720274019468976,0.06608381325288792,0.15747310336838446,0.11975200061045405
huber,elasticnet,3e-05,0.5,invscaling,0.001,0.25,8000,0.05,True,0.07720274019468976,0.06608381325288792,0.15747310336838446,0.11975200061045405
huber,elasticnet,0.0001,0.2,invscaling,0.001,0.25,4000,0.05,True,0.07712994368989035,0.06600241624953185,0.1574799656327008,0.11976055017532054
huber,elasticnet,0.0001,0.2,invscaling,0.001,0.25,8000,0.05,True,0.07712994368989035,0.06600241624953185,0.1574799656327008,0.11976055017532054
huber,elasticnet,3e-05,0.8,invscaling,0.001,0.25,4000,0.05,True,0.07708867798249552,0.06595157250312544,0.1574842519192031,0.11976590281743277
huber,elasticnet,3e-05,0.8,invscaling,0.001,0.25,8000,0.05,True,0.07708867798249552,0.06595157250312544,0.1574842519192031,0.11976590281743277
huber,elasticnet,0.0001,0.5,invscaling,0.001,0.25,4000,0.05,True,0.0761960089440632,0.06506155345806786,0.15755926441644205,0.1198656546517463
huber,elasticnet,0.0001,0.5,invscaling,0.001,0.25,8000,0.05,True,0.0761960089440632,0.06506155345806786,0.15755926441644205,0.1198656546517463
huber,elasticnet,0.0001,0.8,invscaling,0.001,0.25,4000,0.05,True,0.0758160072121854,0.06461777596315244,0.1575966534877184,0.11991254506667745
huber,elasticnet,0.0001,0.8,invscaling,0.001,0.25,8000,0.05,True,0.0758160072121854,0.06461777596315244,0.1575966534877184,0.11991254506667745
huber,elasticnet,1e-06,0.2,optimal,0.001,0.25,4000,0.01,True,0.1600965783298085,0.056826544576333515,0.1582516401213721,0.1109509281193415
huber,elasticnet,1e-06,0.2,optimal,0.001,0.25,8000,0.01,True,0.1600965783298085,0.056826544576333515,0.1582516401213721,0.1109509281193415
huber,l2,1e-06,0.2,invscaling,0.001,0.25,4000,0.03,False,0.05726699236977406,0.04790419022177572,0.15899840287378847,0.12182570742305214
huber,l2,1e-06,0.2,invscaling,0.001,0.25,8000,0.03,False,0.05726699236977406,0.04790419022177572,0.15899840287378847,0.12182570742305214
huber,l2,3e-06,0.2,invscaling,0.001,0.25,4000,0.03,False,0.05726678926114437,0.047904015618794094,0.1589984174529903,0.12182572529585382
huber,l2,3e-06,0.2,invscaling,0.001,0.25,8000,0.03,False,0.05726678926114437,0.047904015618794094,0.1589984174529903,0.12182572529585382
huber,l2,1e-05,0.2,invscaling,0.001,0.25,4000,0.03,False,0.057266078388022446,0.047903404514219705,0.15899846847969676,0.12182578784994767
huber,l2,1e-05,0.2,invscaling,0.001,0.25,8000,0.03,False,0.057266078388022446,0.047903404514219705,0.15899846847969676,0.12182578784994767
huber,elasticnet,1e-06,0.2,invscaling,0.001,0.25,4000,0.03,False,0.05726525136292826,0.04790215859371505,0.15899857251293675,0.12182592224712155
huber,elasticnet,1e-06,0.2,invscaling,0.001,0.25,8000,0.03,False,0.05726525136292826,0.04790215859371505,0.15899857251293675,0.12182592224712155
huber,l2,3e-05,0.2,invscaling,0.001,0.25,4000,0.03,False,0.0572640473829944,0.047901658551669724,0.15899861426597806,0.12182596656979804
huber,l2,3e-05,0.2,invscaling,0.001,0.25,8000,0.03,False,0.0572640473829944,0.047901658551669724,0.15899861426597806,0.12182596656979804
huber,elasticnet,1e-06,0.5,invscaling,0.001,0.25,4000,0.03,False,0.05726263981066593,0.04789911103018141,0.1589988269814602,0.12182624448353141
huber,elasticnet,1e-06,0.5,invscaling,0.001,0.25,8000,0.03,False,0.05726263981066593,0.04789911103018141,0.1589988269814602,0.12182624448353141
huber,elasticnet,3e-06,0.2,invscaling,0.001,0.25,4000,0.03,False,0.057261566189557134,0.047897920557165685,0.15899892638466215,0.12182636976610191
huber,elasticnet,3e-06,0.2,invscaling,0.001,0.25,8000,0.03,False,0.057261566189557134,0.047897920557165685,0.15899892638466215,0.12182636976610191
huber,elasticnet,1e-06,0.8,invscaling,0.001,0.25,4000,0.03,False,0.057260028207947844,0.04789606332086149,0.15899908146174935,0.12182656672031383
huber,elasticnet,1e-06,0.8,invscaling,0.001,0.25,8000,0.03,False,0.057260028207947844,0.04789606332086149,0.15899908146174935,0.12182656672031383
huber,l2,0.0001,0.2,invscaling,0.001,0.25,4000,0.03,False,0.05725693957740552,0.04789554827210074,0.15899912446769945,0.12182659201774074
huber,l2,0.0001,0.2,invscaling,0.001,0.25,8000,0.03,False,0.05725693957740552,0.04789554827210074,0.15899912446769945,0.12182659201774074
huber,elasticnet,3e-06,0.5,invscaling,0.001,0.25,4000,0.03,False,0.057253731203985914,0.04788877687152615,0.15899968987039584,0.12182733647424812
huber,elasticnet,3e-06,0.5,invscaling,0.001,0.25,8000,0.03,False,0.057253731203985914,0.04788877687152615,0.15899968987039584,0.12182733647424812
huber,elasticnet,1e-05,0.2,invscaling,0.001,0.25,4000,0.03,False,0.05724866755363012,0.04788308557179566,0.1590001650845924,0.1218279360612587
huber,elasticnet,1e-05,0.2,invscaling,0.001,0.25,8000,0.03,False,0.05724866755363012,0.04788308557179566,0.1590001650845924,0.1218279360612587
huber,elasticnet,3e-06,0.8,invscaling,0.001,0.25,4000,0.03,False,0.057245895764629906,0.04787963187407929,0.15900045346199687,0.12182830318571908
huber,elasticnet,3e-06,0.8,invscaling,0.001,0.25,8000,0.03,False,0.057245895764629906,0.04787963187407929,0.15900045346199687,0.12182830318571908
huber,elasticnet,1e-05,0.5,invscaling,0.001,0.25,4000,0.03,False,0.057222547100050924,0.04785259501170225,0.15900271097218374,0.12183115840904028
huber,elasticnet,1e-05,0.5,invscaling,0.001,0.25,8000,0.03,False,0.057222547100050924,0.04785259501170225,0.15900271097218374,0.12183115840904028
huber,elasticnet,3e-05,0.2,invscaling,0.001,0.25,4000,0.03,False,0.05721180977375828,0.047840683980296284,0.15900370550325696,0.12183241100788397
huber,elasticnet,3e-05,0.2,invscaling,0.001,0.25,8000,0.03,False,0.05721180977375828,0.047840683980296284,0.15900370550325696,0.12183241100788397
huber,elasticnet,1e-05,0.8,invscaling,0.001,0.25,4000,0.03,False,0.05719642160393901,0.047822089875425355,0.15900525803605864,0.1218343807937998
huber,elasticnet,1e-05,0.8,invscaling,0.001,0.25,8000,0.03,False,0.05719642160393901,0.047822089875425355,0.15900525803605864,0.1218343807937998
huber,elasticnet,3e-05,0.5,invscaling,0.001,0.25,4000,0.03,False,0.05713341468592592,0.04774911356298217,0.15901135111748077,0.12184207807743547
huber,elasticnet,3e-05,0.5,invscaling,0.001,0.25,8000,0.03,False,0.05713341468592592,0.04774911356298217,0.15901135111748077,0.12184207807743547
huber,elasticnet,0.0001,0.2,invscaling,0.001,0.25,4000,0.03,False,0.057082745691195313,0.047692097574070225,0.15901611144580177,0.12184807299892242
huber,elasticnet,0.0001,0.2,invscaling,0.001,0.25,8000,0.03,False,0.057082745691195313,0.047692097574070225,0.15901611144580177,0.12184807299892242
huber,elasticnet,3e-05,0.8,invscaling,0.001,0.25,4000,0.03,False,0.05705496066921456,0.04765741823303804,0.15901900679285313,0.12185174835859991
huber,elasticnet,3e-05,0.8,invscaling,0.001,0.25,8000,0.03,False,0.05705496066921456,0.04765741823303804,0.15901900679285313,0.12185174835859991
huber,elasticnet,0.0001,0.5,invscaling,0.001,0.25,4000,0.03,False,0.0560581537696867,0.04668090428352745,0.15910051343518566,0.1219622540003337
huber,elasticnet,0.0001,0.5,invscaling,0.001,0.25,8000,0.03,False,0.0560581537696867,0.04668090428352745,0.15910051343518566,0.1219622540003337
huber,elasticnet,0.0001,0.8,invscaling,0.001,0.25,4000,0.03,False,0.055798719904489036,0.04637629569797608,0.1591259296425644,0.12199404029107189
huber,elasticnet,0.0001,0.8,invscaling,0.001,0.25,8000,0.03,False,0.055798719904489036,0.04637629569797608,0.1591259296425644,0.12199404029107189
huber,elasticnet,0.0001,0.2,optimal,0.001,0.25,4000,0.03,False,0.1791972876398873,0.03661948800264947,0.15993789042724654,0.10899658621621872
huber,elasticnet,0.0001,0.2,optimal,0.001,0.25,8000,0.03,False,0.1791972876398873,0.03661948800264947,0.15993789042724654,0.10899658621621872
huber,l2,1e-06,0.2,invscaling,0.001,0.25,4000,0.03,True,0.03419417969128613,0.026343963763329814,0.16078858575065302,0.12420560836667814
huber,l2,1e-06,0.2,invscaling,0.001,0.25,8000,0.03,True,0.03419417969128613,0.026343963763329814,0.16078858575065302,0.12420560836667814
huber,l2,3e-06,0.2,invscaling,0.001,0.25,4000,0.03,True,0.034194091871745824,0.026343886763010582,0.16078859210853083,0.12420561554339811
huber,l2,3e-06,0.2,invscaling,0.001,0.25,8000,0.03,True,0.034194091871745824,0.026343886763010582,0.16078859210853083,0.12420561554339811
huber,l2,1e-05,0.2,invscaling,0.001,0.25,4000,0.03,True,0.03419378450589439,0.026343617264085406,0.16078861436092012,0.12420564066169712
huber,l2,1e-05,0.2,invscaling,0.001,0.25,8000,0.03,True,0.03419378450589439,0.026343617264085406,0.16078861436092012,0.12420564066169712
huber,l2,3e-05,0.2,invscaling,0.001,0.25,4000,0.03,True,0.03419290633951588,0.02634284728594538,0.1607886779376069,0.12420571242637282
huber,l2,3e-05,0.2,invscaling,0.001,0.25,8000,0.03,True,0.03419290633951588,0.02634284728594538,0.1607886779376069,0.12420571242637282
huber,elasticnet,1e-06,0.2,invscaling,0.001,0.25,4000,0.03,True,0.0341922413450817,0.026341643635555356,0.16078877732233107,0.12420582587908352
huber,elasticnet,1e-06,0.2,invscaling,0.001,0.25,8000,0.03,True,0.0341922413450817,0.026341643635555356,0.16078877732233107,0.12420582587908352
huber,l2,0.0001,0.2,invscaling,0.001,0.25,4000,0.03,True,0.03418983301114897,0.026340152581651344,0.16078890043771377,0.1242059635806547
huber,l2,0.0001,0.2,invscaling,0.001,0.25,8000,0.03,True,0.03418983301114897,0.026340152581651344,0.16078890043771377,0.1242059635806547
huber,elasticnet,1e-06,0.5,invscaling,0.001,0.25,4000,0.03,True,0.034189333784221954,0.026338163322614516,0.16078906468943407,0.12420615214773546
huber,elasticnet,1e-06,0.5,invscaling,0.001,0.25,8000,0.03,True,0.034189333784221954,0.026338163322614516,0.16078906468943407,0.12420615214773546
huber,elasticnet,3e-06,0.2,invscaling,0.001,0.25,4000,0.03,True,0.03418827676820546,0.02633692618678929,0.16078916683878489,0.12420626808033829
huber,elasticnet,3e-06,0.2,invscaling,0.001,0.25,8000,0.03,True,0.03418827676820546,0.02633692618678929,0.16078916683878489,0.12420626808033829
huber,elasticnet,1e-06,0.8,invscaling,0.001,0.25,4000,0.03,True,0.03418642617351475,0.02633468286415286,0.16078935206803904,0.12420647841643855
huber,elasticnet,1e-06,0.8,invscaling,0.001,0.25,8000,0.03,True,0.03418642617351475,0.02633468286415286,0.16078935206803904,0.12420647841643855
huber,elasticnet,3e-06,0.5,invscaling,0.001,0.25,4000,0.03,True,0.034179553738932666,0.026326484230958624,0.16079002902043782,0.12420724688614143
huber,elasticnet,3e-06,0.5,invscaling,0.001,0.25,8000,0.03,True,0.034179553738932666,0.026326484230958624,0.16079002902043782,0.12420724688614143
huber,elasticnet,1e-05,0.2,invscaling,0.001,0.25,4000,0.03,True,0.03417440006981887,0.02632041309276756,0.16079053030600657,0.1242078157816215
huber,elasticnet,1e-05,0.2,invscaling,0.001,0.25,8000,0.03,True,0.03417440006981887,0.02632041309276756,0.16079053030600657,0.1242078157816215
huber,elasticnet,3e-06,0.8,invscaling,0.001,0.25,4000,0.03,True,0.034170830260912166,0.026316040965334353,0.16079089130561508,0.1242082256924154
huber,elasticnet,3e-06,0.8,invscaling,0.001,0.25,8000,0.03,True,0.034170830260912166,0.026316040965334353,0.16079089130561508,0.1242082256924154
huber,elasticnet,1e-05,0.5,invscaling,0.001,0.25,4000,0.03,True,0.03414531926058495,0.026285594708049698,0.16079340518218227,0.12421107846587237
huber,elasticnet,1e-05,0.5,invscaling,0.001,0.25,8000,0.03,True,0.03414531926058495,0.026285594708049698,0.16079340518218227,0.12421107846587237
huber,elasticnet,3e-05,0.2,invscaling,0.001,0.25,4000,0.03,True,0.03413474653757487,0.026273215481512402,0.16079442729485266,0.12421223775863731
huber,elasticnet,3e-05,0.2,invscaling,0.001,0.25,8000,0.03,True,0.03413474653757487,0.026273215481512402,0.16079442729485266,0.12421223775863731
huber,elasticnet,1e-05,0.8,invscaling,0.001,0.25,4000,0.03,True,0.03411623346518311,0.026250761769978537,0.1607962812085637,0.12421434115536063
huber,elasticnet,1e-05,0.8,invscaling,0.001,0.25,8000,0.03,True,0.03411623346518311,0.026250761769978537,0.1607962812085637,0.12421434115536063
huber,elasticnet,3e-05,0.5,invscaling,0.001,0.25,4000,0.03,True,0.03404746921161883,0.026168658714714965,0.16080305994952293,0.12422202582451988
huber,elasticnet,3e-05,0.5,invscaling,0.001,0.25,8000,0.03,True,0.03404746921161883,0.026168658714714965,0.16080305994952293,0.12422202582451988
huber,elasticnet,0.0001,0.2,invscaling,0.001,0.25,4000,0.03,True,0.033995888237410954,0.026107821800112285,0.16080808269259433,0.1242277148350311
huber,elasticnet,0.0001,0.2,invscaling,0.001,0.25,8000,0.03,True,0.033995888237410954,0.026107821800112285,0.16080808269259433,0.1242277148350311
huber,elasticnet,3e-05,0.8,invscaling,0.001,0.25,4000,0.03,True,0.03396014234015132,0.026063971175914524,0.16081170293700425,0.12423181469077446
huber,elasticnet,3e-05,0.8,invscaling,0.001,0.25,8000,0.03,True,0.03396014234015132,0.026063971175914524,0.16081170293700425,0.12423181469077446
huber,elasticnet,0.0001,0.5,invscaling,0.001,0.25,4000,0.03,True,0.033227101052656915,0.02530822935380128,0.16087408309274515,0.12430723000615886
huber,elasticnet,0.0001,0.5,invscaling,0.001,0.25,8000,0.03,True,0.033227101052656915,0.02530822935380128,0.16087408309274515,0.12430723000615886
huber,elasticnet,0.0001,0.8,invscaling,0.001,0.25,4000,0.03,True,0.03293909128787498,0.024961563397356445,0.16090268937197677,0.12433937533406224
huber,elasticnet,0.0001,0.8,invscaling,0.001,0.25,8000,0.03,True,0.03293909128787498,0.024961563397356445,0.16090268937197677,0.12433937533406224
huber,l2,1e-06,0.2,invscaling,0.001,0.25,4000,0.01,False,0.007631876729982112,0.0009801651937368927,0.16286939773980275,0.12671217348493427
huber,l2,1e-06,0.2,invscaling,0.001,0.25,8000,0.01,False,0.007631876729982112,0.0009801651937368927,0.16286939773980275,0.12671217348493427
huber,l2,3e-06,0.2,invscaling,0.001,0.25,4000,0.01,False,0.007631866259673048,0.0009801558154611811,0.16286939850426913,0.1267121742822874
huber,l2,3e-06,0.2,invscaling,0.001,0.25,8000,0.01,False,0.007631866259673048,0.0009801558154611811,0.16286939850426913,0.1267121742822874
huber,l2,1e-05,0.2,invscaling,0.001,0.25,4000,0.01,False,0.007631829613741314,0.0009801229916293064,0.16286940117989052,0.12671217707301183
huber,l2,1e-05,0.2,invscaling,0.001,0.25,8000,0.01,False,0.007631829613741314,0.0009801229916293064,0.16286940117989052,0.12671217707301183
huber,l2,3e-05,0.2,invscaling,0.001,0.25,4000,0.01,False,0.007631724912365523,0.0009800292103995245,0.16286940882442927,0.12671218504641077
huber,l2,3e-05,0.2,invscaling,0.001,0.25,8000,0.01,False,0.007631724912365523,0.0009800292103995245,0.16286940882442927,0.12671218504641077
huber,l2,0.0001,0.2,invscaling,0.001,0.25,4000,0.01,False,0.007631358472557359,0.0009797009894768616,0.16286943557922137,0.12671221295214852
