loss,penalty,alpha,l1_ratio,learning_rate,eta0,power_t,max_iter,epsilon,average,train_R2,test_R2,test_RMSE,test_MAE
squared_error,elasticnet,0.0001,0.2,invscaling,0.001,0.5,4000,0.01,False,0.1778118862835405,0.12891405004676448,0.15208379442047515,0.11603431547208992
squared_error,elasticnet,0.0001,0.2,invscaling,0.001,0.5,8000,0.01,False,0.1778118862835405,0.12891405004676448,0.15208379442047515,0.11603431547208992
squared_error,elasticnet,0.0001,0.5,invscaling,0.001,0.5,4000,0.01,False,0.17779195961897587,0.128907198526363,0.15208439252630576,0.11603447510275346
squared_error,elasticnet,0.0001,0.5,invscaling,0.001,0.5,8000,0.01,False,0.17779195961897587,0.128907198526363,0.15208439252630576,0.11603447510275346
squared_error,elasticnet,0.0001,0.8,invscaling,0.001,0.5,4000,0.01,False,0.1777720278224748,0.12890032842724486,0.15208499225161007,0.11603463459358546
squared_error,elasticnet,0.0001,0.8,invscaling,0.001,0.5,8000,0.01,False,0.1777720278224748,0.12890032842724486,0.15208499225161007,0.11603463459358546
huber,elasticnet,3e-05,0.5,optimal,0.001,0.25,4000,0.01,False,0.1919679284468847,0.12124092840331846,0.15275215491409153,0.10252898628081977
huber,elasticnet,3e-05,0.5,optimal,0.001,0.25,8000,0.01,False,0.1919679284468847,0.12124092840331846,0.15275215491409153,0.10252898628081977
huber,elasticnet,0.0001,0.5,optimal,0.001,0.25,4000,0.03,False,0.1894244839341832,0.12050945861465345,0.15281571633171498,0.10527630833401647
huber,elasticnet,0.0001,0.5,optimal,0.001,0.25,8000,0.03,False,0.1894244839341832,0.12050945861465345,0.15281571633171498,0.10527630833401647
huber,l2,3e-05,0.2,optimal,0.001,0.25,4000,0.01,False,0.04188930712811667,0.11585428824916633,0.15321961171229526,0.11185308900649889
huber,l2,3e-05,0.2,optimal,0.001,0.25,8000,0.01,False,0.04188930712811667,0.11585428824916633,0.15321961171229526,0.11185308900649889
huber,elasticnet,0.0001,0.8,optimal,0.001,0.25,4000,0.03,False,0.22291166057408174,0.1077450908742581,0.15392065684987577,0.1062365915601097
huber,elasticnet,0.0001,0.8,optimal,0.001,0.25,8000,0.03,False,0.22291166057408174,0.1077450908742581,0.15392065684987577,0.1062365915601097
huber,elasticnet,3e-05,0.2,optimal,0.001,0.25,4000,0.01,False,0.20373020178309276,0.10683606563038428,0.1539990437225319,0.10997803000944609
huber,elasticnet,3e-05,0.2,optimal,0.001,0.25,8000,0.01,False,0.20373020178309276,0.10683606563038428,0.1539990437225319,0.10997803000944609
huber,l2,0.0001,0.2,optimal,0.001,0.25,4000,0.03,True,0.19239324478447561,0.1064017219670087,0.1540364838700099,0.10567725286319203
huber,l2,0.0001,0.2,optimal,0.001,0.25,8000,0.03,True,0.19239324478447561,0.1064017219670087,0.1540364838700099,0.10567725286319203
huber,l2,0.0001,0.2,optimal,0.001,0.25,4000,0.01,False,0.2582944115288315,0.10620414947239187,0.1540535114824882,0.10824267909320803
huber,l2,0.0001,0.2,optimal,0.001,0.25,8000,0.01,False,0.2582944115288315,0.10620414947239187,0.1540535114824882,0.10824267909320803
huber,l2,1e-06,0.2,invscaling,0.001,0.25,4000,0.05,False,0.11992899870938434,0.10353111765715572,0.15428369968300523,0.11570128128530935
huber,l2,1e-06,0.2,invscaling,0.001,0.25,8000,0.05,False,0.11992899870938434,0.10353111765715572,0.15428369968300523,0.11570128128530935
huber,l2,3e-06,0.2,invscaling,0.001,0.25,4000,0.05,False,0.11992845944580721,0.10353069943820725,0.15428373567106932,0.11570132069614117
huber,l2,3e-06,0.2,invscaling,0.001,0.25,8000,0.05,False,0.11992845944580721,0.10353069943820725,0.15428373567106932,0.11570132069614117
huber,l2,1e-05,0.2,invscaling,0.001,0.25,4000,0.05,False,0.11992657204387058,0.10352923568448347,0.1542838616281435,0.11570145863171821
huber,l2,1e-05,0.2,invscaling,0.001,0.25,8000,0.05,False,0.11992657204387058,0.10352923568448347,0.1542838616281435,0.11570145863171821
huber,elasticnet,1e-06,0.2,invscaling,0.001,0.25,4000,0.05,False,0.11992722396026334,0.10352923423671656,0.15428386175272485,0.1157014075254194
huber,elasticnet,1e-06,0.2,invscaling,0.001,0.25,8000,0.05,False,0.11992722396026334,0.10352923423671656,0.15428386175272485,0.1157014075254194
huber,elasticnet,1e-06,0.5,invscaling,0.001,0.25,4000,0.05,False,0.11992456168513876,0.10352640879926156,0.15428410488338504,0.11570159688370468
huber,elasticnet,1e-06,0.5,invscaling,0.001,0.25,8000,0.05,False,0.11992456168513876,0.10352640879926156,0.15428410488338504,0.11570159688370468
huber,l2,3e-05,0.2,invscaling,0.001,0.25,4000,0.05,False,0.11992117964287574,0.10352505363860864,0.15428422149567086,0.1157018527133918
huber,l2,3e-05,0.2,invscaling,0.001,0.25,8000,0.05,False,0.11992117964287574,0.10352505363860864,0.15428422149567086,0.1157018527133918
huber,elasticnet,3e-06,0.2,invscaling,0.001,0.25,4000,0.05,False,0.11992313497934348,0.10352504869439005,0.1542842219211233,0.11570169941196985
huber,elasticnet,3e-06,0.2,invscaling,0.001,0.25,8000,0.05,False,0.11992313497934348,0.10352504869439005,0.1542842219211233,0.11570169941196985
huber,elasticnet,1e-06,0.8,invscaling,0.001,0.25,4000,0.05,False,0.11992189930242414,0.10352358302364129,0.15428434804276134,0.11570178623944115
huber,elasticnet,1e-06,0.8,invscaling,0.001,0.25,8000,0.05,False,0.11992189930242414,0.10352358302364129,0.15428434804276134,0.11570178623944115
huber,elasticnet,3e-06,0.5,invscaling,0.001,0.25,4000,0.05,False,0.11991514759323896,0.1035165701500893,0.15428495150230997,0.11570226744828727
huber,elasticnet,3e-06,0.5,invscaling,0.001,0.25,8000,0.05,False,0.11991514759323896,0.1035165701500893,0.15428495150230997,0.11570226744828727
huber,l2,0.0001,0.2,invscaling,0.001,0.25,4000,0.05,False,0.11990230849604633,0.1035104176563707,0.1542854809240119,0.11570323173073005
huber,l2,0.0001,0.2,invscaling,0.001,0.25,8000,0.05,False,0.11990230849604633,0.1035104176563707,0.1542854809240119,0.11570323173073005
huber,elasticnet,1e-05,0.2,invscaling,0.001,0.25,4000,0.05,False,0.11990882244831802,0.10351039495696279,0.15428548287729116,0.1157027209267478
huber,elasticnet,1e-05,0.2,invscaling,0.001,0.25,8000,0.05,False,0.11990882244831802,0.10351039495696279,0.15428548287729116,0.1157027209267478
huber,elasticnet,3e-06,0.8,invscaling,0.001,0.25,4000,0.05,False,0.11990715915534622,0.1035080889108907,0.1542856813119417,0.11570283548035744
huber,elasticnet,3e-06,0.8,invscaling,0.001,0.25,8000,0.05,False,0.11990715915534622,0.1035080889108907,0.1542856813119417,0.11570283548035744
huber,elasticnet,1e-05,0.5,invscaling,0.001,0.25,4000,0.05,False,0.11988219455302485,0.10348211142193908,0.15428791665031905,0.11570461414377164
huber,elasticnet,1e-05,0.5,invscaling,0.001,0.25,8000,0.05,False,0.11988219455302485,0.10348211142193908,0.15428791665031905,0.11570461414377164
huber,elasticnet,3e-05,0.2,invscaling,0.001,0.25,4000,0.05,False,0.11986792899369891,0.10346849705151617,0.15428908814109535,0.11570563903458195
huber,elasticnet,3e-05,0.2,invscaling,0.001,0.25,8000,0.05,False,0.11986792899369891,0.10346849705151617,0.15428908814109535,0.11570563903458195
huber,elasticnet,1e-05,0.8,invscaling,0.001,0.25,4000,0.05,False,0.11985556593672231,0.10345380223660439,0.1542903525920908,0.11570650703743081
huber,elasticnet,1e-05,0.8,invscaling,0.001,0.25,8000,0.05,False,0.11985556593672231,0.10345380223660439,0.1542903525920908,0.11570650703743081
huber,elasticnet,3e-05,0.5,invscaling,0.001,0.25,4000,0.05,False,0.11978801035046938,0.10338340151090886,0.15429641024957116,0.11571132065443542
huber,elasticnet,3e-05,0.5,invscaling,0.001,0.25,8000,0.05,False,0.11978801035046938,0.10338340151090886,0.15429641024957116,0.11571132065443542
huber,elasticnet,0.0001,0.2,invscaling,0.001,0.25,4000,0.05,False,0.1197246992882911,0.10332128233253901,0.15430175512063404,0.11571586060842878
