loss,penalty,alpha,l1_ratio,learning_rate,eta0,power_t,max_iter,epsilon,average,cv_mean_R2,cv_std_R2,cv_mean_RMSE,cv_mean_MAE,cv_mean_train_R2
squared_error,elasticnet,0.0001,0.2,optimal,0.001,0.25,8000,0.01,True,-4.3145726483720116e+24,1.8630400499774011e+24,357960253794.51373,169372364959.88126,-5.81141403892071e+25
squared_error,elasticnet,0.0001,0.5,optimal,0.001,0.25,4000,0.01,True,-7.085260957421347e+24,6.644878512029333e+24,401324188737.3753,142625813558.12564,-1.336685018986198e+26
squared_error,elasticnet,0.0001,0.5,optimal,0.001,0.25,8000,0.01,True,-7.085260957421347e+24,6.644878512029333e+24,401324188737.3753,142625813558.12564,-1.336685018986198e+26
squared_error,elasticnet,0.0001,0.8,optimal,0.001,0.25,4000,0.01,True,-9.94289911707459e+24,6.550271143306474e+24,523903425247.9797,140770708991.75058,-7.767777601315081e+24
squared_error,elasticnet,0.0001,0.8,optimal,0.001,0.25,8000,0.01,True,-9.94289911707459e+24,6.550271143306474e+24,523903425247.9797,140770708991.75058,-7.767777601315081e+24
squared_error,l2,0.0001,0.2,optimal,0.001,0.25,4000,0.01,True,-1.6742991579683959e+25,8.164859697221479e+24,697737411156.1555,228166204830.64926,-9.030748054461947e+25
squared_error,l2,0.0001,0.2,optimal,0.001,0.25,8000,0.01,True,-1.6742991579683959e+25,8.164859697221479e+24,697737411156.1555,228166204830.64926,-9.030748054461947e+25
squared_error,elasticnet,3e-05,0.8,optimal,0.001,0.25,4000,0.01,True,-1.8541198572339277e+25,1.4605032261308927e+25,699587857412.0316,214866307988.48062,-9.390532109206037e+25
squared_error,elasticnet,3e-05,0.8,optimal,0.001,0.25,8000,0.01,True,-1.8541198572339277e+25,1.4605032261308927e+25,699587857412.0316,214866307988.48062,-9.390532109206037e+25
squared_error,elasticnet,3e-05,0.5,optimal,0.001,0.25,4000,0.01,True,-3.9820954332441015e+25,2.9746158490476704e+25,1046893321355.3105,303903143621.2304,-6.436111356660289e+25
squared_error,elasticnet,3e-05,0.5,optimal,0.001,0.25,8000,0.01,True,-3.9820954332441015e+25,2.9746158490476704e+25,1046893321355.3105,303903143621.2304,-6.436111356660289e+25
squared_error,elasticnet,1e-05,0.5,optimal,0.001,0.25,4000,0.01,True,-8.885252751368744e+25,6.171542071840163e+25,1563950897984.3464,559820565948.3448,-5.448132516836134e+26
squared_error,elasticnet,1e-05,0.5,optimal,0.001,0.25,8000,0.01,True,-8.885252751368744e+25,6.171542071840163e+25,1563950897984.3464,559820565948.3448,-5.448132516836134e+26
squared_error,elasticnet,3e-05,0.2,optimal,0.001,0.25,4000,0.01,True,-9.77913911049182e+25,6.961625320537174e+25,1631876287044.6536,573656235562.0873,-2.8575286136561192e+26
squared_error,elasticnet,3e-05,0.2,optimal,0.001,0.25,8000,0.01,True,-9.77913911049182e+25,6.961625320537174e+25,1631876287044.6536,573656235562.0873,-2.8575286136561192e+26
squared_error,l2,3e-05,0.2,optimal,0.001,0.25,4000,0.01,True,-1.319051363765333e+26,8.041015212015143e+25,1879532410460.0867,546266829027.7327,-4.1771661370367185e+26
squared_error,l2,3e-05,0.2,optimal,0.001,0.25,8000,0.01,True,-1.319051363765333e+26,8.041015212015143e+25,1879532410460.0867,546266829027.7327,-4.1771661370367185e+26
squared_error,elasticnet,1e-05,0.8,optimal,0.001,0.25,4000,0.01,True,-1.4616173992422948e+26,1.7368095531611754e+26,1744055225574.2927,624123105285.1528,-4.180636673705462e+26
squared_error,elasticnet,1e-05,0.8,optimal,0.001,0.25,8000,0.01,True,-1.4616173992422948e+26,1.7368095531611754e+26,1744055225574.2927,624123105285.1528,-4.180636673705462e+26
squared_error,elasticnet,1e-05,0.2,optimal,0.001,0.25,4000,0.01,True,-2.725187729668033e+26,2.5252595519096508e+26,2541235261447.903,778517633949.3041,-1.3318751010188298e+27
squared_error,elasticnet,1e-05,0.2,optimal,0.001,0.25,8000,0.01,True,-2.725187729668033e+26,2.5252595519096508e+26,2541235261447.903,778517633949.3041,-1.3318751010188298e+27
squared_error,l2,1e-05,0.2,optimal,0.001,0.25,4000,0.01,True,-6.611715794755988e+26,2.345515684982181e+26,4481895753130.243,1307177953859.8086,-1.540564264965124e+27
squared_error,l2,1e-05,0.2,optimal,0.001,0.25,8000,0.01,True,-6.611715794755988e+26,2.345515684982181e+26,4481895753130.243,1307177953859.8086,-1.540564264965124e+27
squared_error,elasticnet,1e-06,0.5,optimal,0.001,0.25,4000,0.01,True,-1.1656162106776099e+27,6.390940717255997e+26,5676924578572.983,2049326059124.8213,-5.18389333824322e+27
squared_error,elasticnet,1e-06,0.5,optimal,0.001,0.25,8000,0.01,True,-1.1656162106776099e+27,6.390940717255997e+26,5676924578572.983,2049326059124.8213,-5.18389333824322e+27
squared_error,elasticnet,1e-06,0.8,optimal,0.001,0.25,4000,0.01,True,-1.4006436309794443e+27,1.6883449030933082e+27,5354099536579.837,1928146517641.7493,-5.324441744992246e+27
squared_error,elasticnet,1e-06,0.8,optimal,0.001,0.25,8000,0.01,True,-1.4006436309794443e+27,1.6883449030933082e+27,5354099536579.837,1928146517641.7493,-5.324441744992246e+27
squared_error,elasticnet,1e-06,0.2,optimal,0.001,0.25,4000,0.01,True,-1.9093788824207634e+27,1.250344458111234e+27,7067659284462.366,2559332580341.864,-9.6304242122028e+27
squared_error,elasticnet,1e-06,0.2,optimal,0.001,0.25,8000,0.01,True,-1.9093788824207634e+27,1.250344458111234e+27,7067659284462.366,2559332580341.864,-9.6304242122028e+27
squared_error,l2,1e-06,0.2,optimal,0.001,0.25,4000,0.01,True,-2.3476744501414103e+27,1.7474966145696802e+27,8049745121727.832,2612770143927.481,-3.720379727398765e+27
squared_error,l2,1e-06,0.2,optimal,0.001,0.25,8000,0.01,True,-2.3476744501414103e+27,1.7474966145696802e+27,8049745121727.832,2612770143927.481,-3.720379727398765e+27
