loss,penalty,alpha,l1_ratio,learning_rate,eta0,power_t,max_iter,epsilon,average,cv_mean_R2,cv_std_R2,cv_mean_RMSE,cv_mean_MAE,cv_mean_train_R2
huber,elasticnet,3e-05,0.5,optimal,0.001,0.25,4000,0.03,True,-4.491184372940488,1.5890040573989128,0.4093434969513861,0.3040523158448594,-5.524336156464706
huber,elasticnet,3e-05,0.5,optimal,0.001,0.25,8000,0.03,True,-4.491184372940488,1.5890040573989128,0.4093434969513861,0.3040523158448594,-5.524336156464706
huber,elasticnet,1e-05,0.5,optimal,0.001,0.25,4000,0.03,True,-5.492634374182232,1.1874509122441972,0.4483640805635422,0.3231779538233665,-5.8910917646203105
huber,elasticnet,1e-05,0.5,optimal,0.001,0.25,8000,0.03,True,-5.492634374182232,1.1874509122441972,0.4483640805635422,0.3231779538233665,-5.8910917646203105
huber,elasticnet,3e-05,0.8,optimal,0.001,0.25,4000,0.01,True,-6.135072609236395,1.6967156250555013,0.46981571821553647,0.3578738598916713,-6.259230521765038
huber,elasticnet,3e-05,0.8,optimal,0.001,0.25,8000,0.01,True,-6.135072609236395,1.6967156250555013,0.46981571821553647,0.3578738598916713,-6.259230521765038
huber,elasticnet,0.0001,0.5,optimal,0.001,0.25,4000,0.03,True,-6.2682390703309325,0.34889206368180964,0.47661382409583536,0.35683671547875573,-7.652029093067246
huber,elasticnet,0.0001,0.5,optimal,0.001,0.25,8000,0.03,True,-6.2682390703309325,0.34889206368180964,0.47661382409583536,0.35683671547875573,-7.652029093067246
huber,elasticnet,0.0001,0.8,optimal,0.001,0.25,4000,0.01,True,-6.654386945585473,0.6110839585152954,0.48860622882554233,0.36286818405382365,-7.18070457915189
huber,elasticnet,0.0001,0.8,optimal,0.001,0.25,8000,0.01,True,-6.654386945585473,0.6110839585152954,0.48860622882554233,0.36286818405382365,-7.18070457915189
huber,elasticnet,1e-05,0.8,optimal,0.001,0.25,4000,0.03,True,-8.177027608980358,2.3223920346639515,0.5304699486395709,0.38135719798672607,-10.306214896309504
huber,elasticnet,1e-05,0.8,optimal,0.001,0.25,8000,0.03,True,-8.177027608980358,2.3223920346639515,0.5304699486395709,0.38135719798672607,-10.306214896309504
huber,elasticnet,3e-05,0.8,optimal,0.001,0.25,4000,0.03,True,-9.217253901508274,1.5892691971410673,0.5629420622915456,0.41747163965458123,-10.58443304611239
huber,elasticnet,3e-05,0.8,optimal,0.001,0.25,8000,0.03,True,-9.217253901508274,1.5892691971410673,0.5629420622915456,0.41747163965458123,-10.58443304611239
huber,elasticnet,0.0001,0.8,optimal,0.001,0.25,4000,0.03,True,-10.046694944155044,0.95994029388384,0.5876339209539831,0.44225159104235373,-11.284995684188745
huber,elasticnet,0.0001,0.8,optimal,0.001,0.25,8000,0.03,True,-10.046694944155044,0.95994029388384,0.5876339209539831,0.44225159104235373,-11.284995684188745
squared_error,elasticnet,0.0001,0.2,optimal,0.001,0.25,4000,0.01,True,-4.3145726483720116e+24,1.8630400499774011e+24,357960253794.51373,169372364959.88126,-5.81141403892071e+25
